Article;Title;Unit;Count;Type;Price;GOST;Package;Characteristic
70946;Глазурь гляссажная КОВЕРГЛАС КЛУБНИКА ;кг;;Глазурь;770,4;;(ведро 3 кг.);
70947;Глазурь гляссажная КОВЕРГЛАС ЛАЙМ ;кг;;Глазурь;792;;(ведро 3 кг.);
70945;Глазурь гляссажная КОВЕРГЛАС КАРАМЕЛЬ ;кг;;Глазурь;770,4;;(ведро 3 кг.);
70955;Глазурь гляссажная КОВЕРГЛАС КАРАМЕЛЬ МУ ;кг;;Глазурь;828;;(ведро 3 кг.);
70926;Глазурь мягкая МИРУАР АПЕЛЬСИН ;кг;;Глазурь;1'512.00;;(ведро 3 кг.);
70927;Глазурь мягкая МИРУАР ВАНИЛЬ ;кг;;Глазурь;1'584.00;;(ведро 3 кг.);
70928;Глазурь мягкая МИРУАР КЛУБНИКА ;кг;;Глазурь;1'584.00;;(ведро 3 кг.);
70929;Глазурь мягкая МИРУАР ФИСТАШКА ;кг;;Глазурь;1'512.00;;(ведро 3 кг.);
70930;Глазурь желейная МИРУАР ШОКОЛАД ;кг;;Глазурь;1'476.00;;(ведро 3 кг.);
71100;Шоколад темный 36/38 ;кг;;шоколад;4'802.40;;(короб 10 кг.);
71101;Шоколад молочный 30/32 ;кг;;шоколад;4'464.00;;(короб 10 кг.);
71102;Шоколад белый 32/34 ;кг;;шоколад;4'939.20;;(короб 10 кг.);
71103;Шоколад темный 36/38 ;кг;;шоколад;1'375.20;;(пакет 2.5 кг.);
71104;Шоколад молочный 30/32 ;кг;;шоколад;1'296.00;;(пакет 2.5 кг.);
71110;Шоколад белый 32/34 ;кг;;шоколад;1'512.00;;(пакет 2.5 кг.);
71112;Шоколад темный ШОКО НЕРО 72% ;кг;;шоколад;5'328.00;;(короб 10 кг.);
71113;Шоколад темный ШОКО НЕРО 52% ;кг;;шоколад;4'248.00;;(короб 10 кг.);
71114;Шоколад молочный ШОКО ЛАТТЕ 30% ;кг;;шоколад;4'896.00;;(короб 10 кг.);
71116;Шоколад белый ШОКО БЬЯНКО 34/36 ;кг;;шоколад;5'256.00;;(короб 10 кг.);
71142;Посыпка шоколадная КРОШКА ТЕМНАЯ ;кг;;шоколад;432;;(мешок 1 кг.);
71132;Посыпка шоколадная КРОШКА ТЕМНАЯ ;кг;;шоколад;2'016.00;;(мешок 5 кг.);
71143;Посыпка шоколадная КРОШКА МОЛОЧНАЯ ;кг;;шоколад;432;;(мешок 1 кг.);
71144;Посыпка шоколадная КРОШКА БЕЛАЯ ;кг;;шоколад;540;;(мешок 1 кг.);
71136;Посыпка шоколадная ВЕРМИШЕЛЬ БЕЛАЯ ;кг;;шоколад;2'520.00;;(мешок 5 кг.);
71145;Посыпка шоколадная ВЕРМИШЕЛЬ ТЕМНАЯ ;кг;;шоколад;432;;(мешок 1 кг.);
71146;Посыпка шоколадная ВЕРМИШЕЛЬ МОЛОЧНАЯ ;кг;;шоколад;432;;(мешок 1 кг.);
71147;Посыпка шоколадная ВЕРМИШЕЛЬ БЕЛАЯ ;кг;;шоколад;504;;(мешок 1 кг.);
71141;Какао-масло ;кг;;какао;4'176.00;;(ведро 4 кг.);
71190;Какао-масло ;кг;;какао;828;;(ведро 0.75 кг.);
71172;Какао-масло ;кг;;какао;4'032.00;;(ведро 4 кг.);
71140;Какао-паста ;кг;;какао;2'592.00;;(короб 4 кг.);
71150;Какао-порошок 10/12 ;кг;;какао;430,56;;(пакет 1 кг.);
71138;Какао-порошок 22/24 ;кг;;какао;576;;(пакет 1 кг.);
71151;Какао-порошок 22/24 10х1 кг. ;кг;;какао;5'760.00;;(короб 10 кг.);
71148;Какао-порошок 22/24 ;кг;;какао;547,2;;(пакет 1 кг.);
71149;Какао-порошок 22/24 ;кг;;какао;9'792.00;;(мешок 20 кг.);
71106;Глазурь сахарная белая ;кг;;глазурь;3'636.00;;(ведро 25 кг.);
71115;Глазурь сахарная ;кг;;глазурь;2'448.00;;(короб 15 кг.);
71107;Глазурь сахарная ФОНДАНТ СОФТ ;кг;;глазурь;2'592.00;;(ведро 14 кг.);
71210;Глазурь сахарн.ореховая РЕАЛ ;кг;;глазурь;432;;(мешок 1 кг.);
71031;"Глазурь кондит.""Шок.термостаб.капли 1200"" ";кг;;глазурь;432;;(мешок 1 кг.);
71037;"Глазурь кондит.""Шок.термостаб.капли 1600"" ";кг;;глазурь;432;;(мешок 1 кг.);
71125;Глазурь белая КИРОН ;кг;;глазурь;3'600.00;;(короб 10 кг.);
71126;Глазурь какаосодержащая КИРОН ;кг;;глазурь;3'312.00;;(короб 10 кг.);
71033;"Глазурь кондит.""Шок.термостаб.капли 1200"" ";кг;;глазурь;7'200.00;;(мешок 25 кг.);
71039;"Глазурь кондит.""Шок.термостаб.капли 1600"" ";кг;;глазурь;7'344.00;;(мешок 25 кг.);
71046;"Глазурь белая ""Шок.термостаб.капли 1600"" ";кг;;глазурь;3'528.00;;(короб 10 кг.);
71001;"Глазурь кондит.""Шок.диски ИТАЛИКА"" ";кг;;глазурь;446,4;;(мешок 1 кг.);
71005;"Глазурь кондит.""Шок.диски ИТАЛИКА"" ";кг;;глазурь;6'768.00;;(мешок 25 кг.);
71016;"Глазурь какаосодерж.конд.""Шок.диски ТОПКОВЕР"" ";кг;;глазурь;3'960.00;;(короб 10 кг.);
71018;"Глазурь белая ""Шок.диски ТОПКОВЕР"" ";кг;;глазурь;3'672.00;;(мешок 10 кг.);
71042;"Глазурь белая ""Шок.диски ИТАЛИКА"" ";кг;;глазурь;504;;(мешок 1 кг.);
71044;"Глазурь белая ""Шок.диски ИТАЛИКА"" ";кг;;глазурь;7'920.00;;(мешок 25 кг.);
71087;"Глазурь ""М"" Молочный шоколад ";кг;;глазурь;4'086.72;;(ведро 2.5 кг.);
71079;"Глазурь ""М"" Шоколад ";кг;;глазурь;6'984.00;;(банка 5.5 кг.);
71081;"Глазурь ""М"" Белый шоколад ";кг;;глазурь;2'736.00;;(ведро 2.3 кг.);
71083;"Глазурь ""М"" Фисташка ";кг;;глазурь;6'480.00;;(ведро 2.3 кг.);
71084;"Глазурь ""М"" Лесной орех ";кг;;глазурь;3'456.00;;(ведро 2.3 кг.);
71088;"Глазурь ""М"" Клубника ";кг;;глазурь;3'600.00;;(ведро 2.5 кг.);
71086;"Глазурь ""М"" Лимон ";кг;;глазурь;3'168.00;;(ведро 2.3 кг.);
00006392;Венская помадка;кг.;4;Кондитерские смеси;;;;
00002423;"Венский пирог микс ""Бакальдрин""";кг.;9;Кондитерские смеси;;;;
00007110;Духи сухие;кг.;5;Кондитерские смеси;;;;
00007199;ИЗИ Бисквит  смесь;кг.;3;Кондитерские смеси;;;;
589;Изи Бисквит Какао;кг.;8;Кондитерские смеси;;;;
0000198;ИЗИ  Старт (для бездрожжевых изделий);кг.;9;Кондитерские смеси;;;;
00009152;Кейк Микс (бисквит,кекс,печенье) 25 кг;кг.;3;Кондитерские смеси;;;;
00006391;Концентрат для пончиков Бакальдрин;кг.;1;Кондитерские смеси;;;;
01235;Макарони микс смесь миндально-белковая;кг.;6;Кондитерские смеси;;;;
0000132;Макарони  смесь шоколадная Баргус 4В90201;кг.;3;Кондитерские смеси;;;;
00006139;Микс Захер;кг.;8;Кондитерские смеси;;;;
01326;Пурамаффин;кг.;5;Кондитерские смеси;;;;
0322;Смесь для бисквита  Красный Бархат;кг.;10;Кондитерские смеси;;;;
00008346;"Смесь для бисквита  основного  ""Экстра"" 4В40101";кг.;8;Кондитерские смеси;;;;
00008344;Смесь для бисквита Супер Бисквит новый;кг.;6;Кондитерские смеси;;;;
225;"Смесь для заварного теста ""Шу Микс""(СиЭсЭм)";кг.;7;Кондитерские смеси;;;;
00004763;Смесь для кекса и маф шоколад (мучная) Росмикс 04119;кг.;5;Кондитерские смеси;;;;
00004894;Смесь для кекса и маффина (мучная) Росмикс 04102;кг.;1;Кондитерские смеси;;;;
01459;"Смесь для маффинов""Королевский ШокоМаффин 12-ти%""10кг";кг.;5;Кондитерские смеси;;;;
00009396;"Смесь для маффина ""Профи-Маффин""";кг.;6;Кондитерские смеси;;;;
2358;Смесь для маффина (белая) 4В30504;кг.;2;Кондитерские смеси;;;;
00007058;Смесь  для маффина Ваниль20;кг.;8;Кондитерские смеси;;;;
00694;Смесь для маффина ФА Маффин Ванильно-сливочный;кг.;3;Кондитерские смеси;;;;
00695;Смесь для маффина ФА Маффин Шоколадный Экстра;кг.;2;Кондитерские смеси;;;;
00017;Смесь Имбирный пряник;кг.;1;Кондитерские смеси;;;;
00004808;Смесь  Кондитер Микс;кг.;9;Кондитерские смеси;;;;
00835;"Смесь конц.""Монтемикс"" 45/01Ш";кг.;7;Кондитерские смеси;;;;
00005998;"Смесь конц. для маффинов ""Маффин С20""";кг.;8;Кондитерские смеси;;;;
00836;Смесь Монабейк 60/03;кг.;5;Кондитерские смеси;;;;
00838;Смесь Монабейк 60/05;кг.;10;Кондитерские смеси;;;;
01198;Смесь Монтебисквит 12/05;кг.;7;Кондитерские смеси;;;;
00832;Смесь Монтебисквит 12/05 Ш;кг.;4;Кондитерские смеси;;;;
00898;Смесь Монтемикс 45/01;кг.;1;Кондитерские смеси;;;;
00883;Смесь Монтемикс 45/01 Ш;кг.;2;Кондитерские смеси;;;;
01196;Смесь Профимикс 25/01;кг.;4;Кондитерские смеси;;;;
00003074;Смесь Сдоба Микс;кг.;9;Кондитерские смеси;;;;
